Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,CrdY,CrdR,over_xG,cluster,cluster_label,market_value_eur_M,GA_pred_lr,GA_pred_rf,xG_diff
Phil Smith 540,ENG,MF,Wolfsburg,Bundesliga,20,577,20,4,5,9,4,0,1.92,2.2,1.92,4.12,31,261,107,0.62,0.78,0.3,2,0,1,1,Mediocampista Creativo,78.2,5.78,10.34,2.08
Harry López 541,NED,FW,Wolfsburg,Bundesliga,26,340,13,13,6,19,13,0,4.02,9.27,4.02,13.29,103,85,93,3.44,1.59,1.06,3,0,1,0,Delantero Goleador,163.8,10.53,15.18,8.98
Bruno Garcia 543,SEN,DF,Wolfsburg,Bundesliga,17,329,9,1,2,3,1,0,1.88,0.87,1.88,2.75,19,149,24,0.27,0.55,0.51,3,0,0,2,Defensor Ofensivo,17.2,4.63,3.35,-0.88
Kevin Fernández 544,BRA,DF,Wolfsburg,Bundesliga,28,975,13,3,3,6,3,0,0.31,2.76,0.31,3.07,37,96,27,0.28,0.28,0.03,0,0,1,2,Defensor Ofensivo,56.7,5.39,5.2,2.69
Robert Becker 545,CRO,MF,Wolfsburg,Bundesliga,27,385,7,3,5,8,3,0,1.96,3.5,1.96,5.46,146,202,121,0.7,1.17,0.46,2,0,1,1,Mediocampista Creativo,32.8,11.56,8.78,1.04
Luca Müller 546,FRA,DF,Wolfsburg,Bundesliga,23,1359,23,1,1,2,1,0,1.87,0.85,1.87,2.72,15,101,30,0.07,0.07,0.12,3,0,0,2,Defensor Ofensivo,26.2,4.55,2.38,-0.87
Marco Martinez 547,BEL,MF,Wolfsburg,Bundesliga,22,2349,31,3,5,8,3,0,11.69,29.79,11.69,41.48,77,59,139,0.11,0.19,0.45,2,0,0,0,Delantero Goleador,77.9,14.82,10.4,-8.69
James Fischer 548,SEN,FW,Wolfsburg,Bundesliga,27,941,15,8,5,13,8,0,1.27,12.7,1.27,13.97,85,86,189,0.77,0.48,0.12,1,0,1,0,Delantero Goleador,117.6,9.5,12.43,6.73
Carlos Rossi 549,NGR,MF,Wolfsburg,Bundesliga,24,1358,32,5,4,9,5,0,10.84,3.74,10.84,14.58,116,237,162,0.33,0.27,0.72,2,0,0,1,Mediocampista Creativo,137.7,12.91,8.96,-5.84
Luis Rodríguez 550,POR,DF,Wolfsburg,Bundesliga,22,274,5,0,3,3,0,0,0.25,0.2,0.25,0.45,15,94,13,0.0,0.99,0.08,1,0,0,2,Defensor Ofensivo,11.8,3.72,3.19,-0.25
Antoine Schneider 551,NED,MF,Wolfsburg,Bundesliga,29,330,5,5,4,9,5,0,0.07,0.17,0.07,0.24,134,226,162,1.36,1.09,0.02,5,0,1,1,Mediocampista Creativo,63.0,9.98,8.57,4.93
Kai Dupont 552,ENG,DF,Wolfsburg,Bundesliga,27,817,28,1,3,4,1,0,1.22,1.86,1.22,3.08,71,21,28,0.11,0.33,0.13,3,0,0,2,Defensor Ofensivo,31.1,7.0,4.16,-0.22
Jude Hernández 553,FRA,MF,Wolfsburg,Bundesliga,22,2020,32,3,4,7,3,0,5.46,7.09,5.46,12.55,100,184,176,0.13,0.18,0.24,5,0,0,1,Mediocampista Creativo,104.8,11.11,8.32,-2.46
Vinicius Meyer 554,NED,FW,Wolfsburg,Bundesliga,31,1776,27,10,8,18,9,1,4.44,6.35,3.68,10.03,178,62,210,0.51,0.41,0.23,3,0,1,0,Delantero Goleador,136.4,14.26,16.41,5.56
Erling Silva 555,FRA,DF,Freiburg,Bundesliga,26,692,12,0,2,2,0,0,0.37,5.3,0.37,5.67,55,145,55,0.0,0.26,0.05,5,0,0,2,Defensor Ofensivo,27.9,6.74,2.77,-0.37
Kylian González 556,ITA,MF,Freiburg,Bundesliga,27,697,17,4,7,11,4,0,0.4,3.42,0.4,3.82,44,174,126,0.52,0.9,0.05,2,0,1,1,Mediocampista Creativo,73.0,5.99,10.08,3.6
Pedri Weber 557,NED,MF,Freiburg,Bundesliga,31,636,17,8,5,13,8,0,5.41,5.91,5.41,11.32,39,272,96,1.13,0.71,0.77,7,0,1,1,Mediocampista Creativo,102.2,7.75,12.42,2.59
Gavi Santos 558,ENG,DF,Freiburg,Bundesliga,19,600,15,2,3,5,2,0,0.3,5.42,0.3,5.72,41,28,45,0.3,0.45,0.04,3,0,1,2,Defensor Ofensivo,13.8,5.72,4.57,1.7
Bukayo Pérez 559,BRA,DF,Freiburg,Bundesliga,23,307,5,1,0,1,1,0,0.16,2.53,0.16,2.69,12,79,26,0.29,0.0,0.05,0,0,1,2,Defensor Ofensivo,27.6,3.86,1.7,0.84
Trent Smith 560,URU,MF,Freiburg,Bundesliga,21,408,11,4,8,12,4,0,6.41,1.49,6.41,7.9,105,177,125,0.88,1.76,1.41,3,0,0,1,Mediocampista Creativo,135.4,10.4,11.05,-2.41
Phil López 561,MAR,MF,Freiburg,Bundesliga,26,536,26,2,3,5,2,0,4.59,7.23,4.59,11.82,142,239,130,0.34,0.5,0.77,2,0,0,1,Mediocampista Creativo,41.1,12.78,6.14,-2.59
Harry Wagner 562,BEL,DF,Freiburg,Bundesliga,26,2044,28,2,3,5,2,0,1.3,3.94,1.3,5.24,78,145,62,0.09,0.13,0.06,2,0,1,2,Defensor Ofensivo,18.7,8.27,5.03,0.7
Son Garcia 563,ARG,DF,Freiburg,Bundesliga,22,1495,25,1,1,2,1,0,1.79,0.67,1.79,2.46,49,83,25,0.06,0.06,0.11,4,0,0,2,Defensor Ofensivo,10.4,6.19,2.73,-0.79
Bruno Fernández 564,NED,DF,Freiburg,Bundesliga,29,1036,15,3,2,5,3,0,0.48,1.55,0.48,2.03,34,109,61,0.26,0.17,0.04,6,0,1,2,Defensor Ofensivo,49.7,5.16,4.42,2.52
Kevin Becker 565,BEL,MF,Freiburg,Bundesliga,26,592,14,3,3,6,3,0,1.34,0.64,1.34,1.98,106,52,131,0.46,0.46,0.2,1,0,1,2,Defensor Ofensivo,24.2,8.63,9.0,1.66
Robert Müller 566,BEL,DF,Freiburg,Bundesliga,26,344,7,2,4,6,2,0,2.22,0.56,2.22,2.78,18,42,20,0.52,1.05,0.58,3,0,0,2,Defensor Ofensivo,24.0,4.37,5.17,-0.22
Luca Martinez 567,MAR,MF,Freiburg,Bundesliga,29,942,21,3,5,8,3,0,2.39,2.83,2.39,5.22,54,231,162,0.29,0.48,0.23,2,0,1,1,Mediocampista Creativo,78.5,7.17,9.63,0.61
Marco Fischer 568,ESP,MF,Freiburg,Bundesliga,32,245,5,4,7,11,4,0,3.0,1.61,3.0,4.61,92,179,89,1.47,2.57,1.1,2,0,1,1,Mediocampista Creativo,74.3,8.77,10.73,1.0
James Rossi 569,NED,FW,Freiburg,Bundesliga,21,1367,19,7,2,9,7,0,7.01,14.12,7.01,21.13,127,100,109,0.46,0.13,0.46,1,0,0,0,Delantero Goleador,200.0,13.57,10.22,-0.01
Carlos Rodríguez 570,BRA,FW,Freiburg,Bundesliga,30,186,8,11,3,14,10,1,25.06,0.2,24.3,24.5,84,93,198,5.32,1.45,12.13,1,0,0,0,Delantero Goleador,200.0,14.16,14.67,-14.06
Luis Schneider 571,NED,DF,Freiburg,Bundesliga,29,1113,29,2,2,4,2,0,0.69,0.3,0.69,0.99,47,45,50,0.16,0.16,0.06,3,0,1,2,Defensor Ofensivo,34.5,5.54,4.3,1.31
Antoine Dupont 572,ARG,MF,Freiburg,Bundesliga,29,1432,19,7,7,14,7,0,0.61,3.68,0.61,4.29,82,233,46,0.44,0.44,0.04,1,0,1,1,Mediocampista Creativo,77.4,8.31,12.83,6.39
Kai Hernández 573,NGR,FW,Stuttgart,Bundesliga,24,1118,28,11,3,14,11,0,0.65,0.75,0.65,1.4,136,64,104,0.89,0.24,0.05,2,0,1,0,Delantero Goleador,106.5,10.11,14.62,10.35
Jude Meyer 574,ARG,DF,Stuttgart,Bundesliga,21,298,7,2,6,8,2,0,1.83,0.7,1.83,2.53,30,50,36,0.6,1.81,0.55,3,0,1,2,Defensor Ofensivo,58.7,4.89,6.27,0.17
Vinicius Silva 575,CRO,FW,Stuttgart,Bundesliga,26,694,19,13,4,17,12,1,17.42,2.94,16.66,19.6,159,95,170,1.69,0.52,2.26,0,0,0,0,Delantero Goleador,200.0,16.3,16.4,-4.42
Erling González 576,FRA,MF,Stuttgart,Bundesliga,28,2278,27,2,5,7,2,0,0.83,3.36,0.83,4.19,149,235,80,0.08,0.2,0.03,1,0,1,1,Mediocampista Creativo,59.4,11.9,7.58,1.17
Kylian Weber 577,BRA,MF,Stuttgart,Bundesliga,29,960,19,3,3,6,3,0,3.05,5.95,3.05,9.0,79,107,92,0.28,0.28,0.29,2,0,0,2,Defensor Ofensivo,70.7,8.76,6.94,-0.05
Pedri Santos 578,COL,FW,Stuttgart,Bundesliga,29,792,16,11,3,14,11,0,18.93,0.37,18.93,19.3,164,65,216,1.25,0.34,2.15,1,0,0,0,Delantero Goleador,157.0,16.54,14.55,-7.93
Gavi Pérez 579,URU,DF,Stuttgart,Bundesliga,27,348,29,3,1,4,3,0,0.3,0.28,0.3,0.58,65,107,19,0.78,0.26,0.08,2,0,1,2,Defensor Ofensivo,29.6,6.31,3.96,2.7
Trent López 581,CRO,MF,Stuttgart,Bundesliga,29,1795,25,0,5,5,0,0,2.71,1.03,2.71,3.74,48,232,46,0.0,0.25,0.14,4,0,0,1,Mediocampista Creativo,60.5,6.89,6.71,-2.71
Phil Wagner 582,NED,DF,Stuttgart,Bundesliga,26,292,7,1,3,4,1,0,0.35,0.55,0.35,0.9,52,59,48,0.31,0.92,0.11,4,0,1,2,Defensor Ofensivo,30.9,5.58,4.1,0.65
Harry Garcia 583,SEN,DF,Stuttgart,Bundesliga,35,334,9,3,3,6,3,0,1.19,0.17,1.19,1.36,75,134,39,0.81,0.81,0.32,2,0,1,2,Defensor Ofensivo,50.5,7.11,5.26,1.81
Son Fernández 584,BRA,DF,Stuttgart,Bundesliga,25,738,26,2,0,2,2,0,1.05,1.83,1.05,2.88,36,66,21,0.24,0.0,0.13,1,0,1,2,Defensor Ofensivo,33.9,5.28,2.31,0.95
Bruno Becker 585,BRA,MF,Stuttgart,Bundesliga,30,321,11,4,9,13,4,0,0.34,4.13,0.34,4.47,143,160,62,1.12,2.52,0.1,1,0,1,1,Mediocampista Creativo,52.6,10.92,11.84,3.66
Kevin Müller 586,ESP,DF,Stuttgart,Bundesliga,21,214,6,1,4,5,1,0,0.02,0.1,0.02,0.12,34,27,74,0.42,1.68,0.01,5,0,1,2,Defensor Ofensivo,24.9,4.42,5.25,0.98
Robert Martinez 587,SEN,DF,Stuttgart,Bundesliga,23,508,12,1,2,3,1,0,1.09,1.57,1.09,2.66,20,104,16,0.18,0.35,0.19,4,0,0,2,Defensor Ofensivo,20.6,4.49,2.91,-0.09
Luca Fischer 588,BEL,DF,Stuttgart,Bundesliga,21,765,20,2,1,3,2,0,3.65,6.22,3.65,9.87,18,82,19,0.24,0.12,0.43,2,0,0,2,Defensor Ofensivo,30.1,5.8,4.53,-1.65
Marco Rossi 589,POR,MF,Stuttgart,Bundesliga,27,1538,30,4,6,10,4,0,0.72,0.7,0.72,1.42,47,126,178,0.23,0.35,0.04,2,0,1,1,Mediocampista Creativo,102.1,5.91,7.5,3.28
James Rodríguez 590,COL,DF,Stuttgart,Bundesliga,26,341,7,4,1,5,4,0,0.48,2.63,0.48,3.11,73,67,32,1.06,0.26,0.13,6,0,1,2,Defensor Ofensivo,25.3,7.0,5.37,3.52
Luis Dupont 592,COL,DF,Stuttgart,Bundesliga,28,1116,28,0,1,1,0,0,1.8,1.83,1.8,3.63,33,53,60,0.0,0.08,0.15,6,0,0,2,Defensor Ofensivo,16.9,5.4,2.47,-1.8
Antoine Hernández 593,URU,MF,Stuttgart,Bundesliga,21,408,9,5,7,12,5,0,6.28,0.94,6.28,7.22,109,222,97,1.1,1.54,1.39,2,0,0,1,Mediocampista Creativo,114.6,10.6,11.14,-1.28
Kai Meyer 594,POR,DF,Stuttgart,Bundesliga,23,760,15,2,4,6,2,0,0.5,0.24,0.5,0.74,55,91,23,0.24,0.47,0.06,3,0,1,2,Defensor Ofensivo,46.2,5.91,5.71,1.5
Jude Silva 595,GER,DF,Stuttgart,Bundesliga,27,1394,33,2,0,2,2,0,4.72,2.84,4.72,7.56,14,48,57,0.13,0.0,0.3,3,0,0,2,Defensor Ofensivo,16.5,5.47,2.83,-2.72
Vinicius González 596,COL,FW,Stuttgart,Bundesliga,27,379,11,10,5,15,10,0,17.39,11.39,17.39,28.78,165,74,78,2.37,1.19,4.13,0,0,0,0,Delantero Goleador,200.0,17.71,14.5,-7.39
Erling Weber 597,SEN,MF,Mainz,Bundesliga,22,761,10,2,9,11,2,0,2.11,5.69,2.11,7.8,118,95,67,0.24,1.06,0.25,6,0,0,0,Delantero Goleador,108.9,10.34,11.37,-0.11
Kylian Santos 598,COL,MF,Mainz,Bundesliga,17,1654,24,4,5,9,4,0,3.85,0.7,3.85,4.55,115,65,155,0.22,0.27,0.21,1,0,1,0,Delantero Goleador,64.9,10.08,11.47,0.15
Pedri Pérez 599,CRO,MF,Mainz,Bundesliga,23,1263,20,1,4,5,1,0,4.72,4.97,4.72,9.69,98,258,137,0.07,0.29,0.34,4,0,0,1,Mediocampista Creativo,32.5,10.49,7.36,-3.72
Gavi Smith 600,BRA,FW,Mainz,Bundesliga,30,606,11,13,9,22,12,1,10.35,3.99,9.59,13.58,61,67,112,1.93,1.34,1.54,1,0,1,0,Delantero Goleador,200.0,9.45,17.09,2.65
Bukayo López 601,CRO,MF,Mainz,Bundesliga,31,1980,30,3,6,9,3,0,0.36,10.15,0.36,10.51,105,148,166,0.14,0.27,0.02,1,0,1,1,Mediocampista Creativo,94.1,10.27,8.98,2.64
Trent Wagner 602,MAR,DF,Mainz,Bundesliga,31,1154,28,1,1,2,1,0,0.52,1.42,0.52,1.94,39,129,38,0.08,0.08,0.04,3,0,1,2,Defensor Ofensivo,27.2,5.48,2.81,0.48
Phil Garcia 603,ESP,MF,Mainz,Bundesliga,18,561,11,1,6,7,1,0,10.45,5.28,10.45,15.73,47,103,139,0.16,0.96,1.68,3,0,0,2,Defensor Ofensivo,59.4,9.04,10.47,-9.45
Son Becker 605,POR,MF,Mainz,Bundesliga,17,976,18,7,9,16,7,0,2.43,3.81,2.43,6.24,59,252,150,0.65,0.83,0.22,6,0,1,1,Mediocampista Creativo,138.3,7.63,14.27,4.57
Bruno Müller 606,POL,DF,Mainz,Bundesliga,26,1807,28,1,1,2,1,0,0.45,1.5,0.45,1.95,66,52,28,0.05,0.05,0.02,1,0,1,2,Defensor Ofensivo,28.1,6.79,3.21,0.55
Kevin Martinez 607,GER,MF,Mainz,Bundesliga,24,1026,27,2,7,9,2,0,5.2,5.74,5.2,10.94,126,172,141,0.18,0.61,0.46,4,0,0,1,Mediocampista Creativo,83.5,11.87,8.96,-3.2
Robert Fischer 608,ESP,MF,Mainz,Bundesliga,25,920,24,2,3,5,2,0,0.05,0.58,0.05,0.63,36,137,131,0.2,0.29,0.0,1,0,1,2,Defensor Ofensivo,26.3,5.03,4.43,1.95
Luca Rossi 609,POR,DF,Mainz,Bundesliga,21,1922,32,1,1,2,1,0,3.48,0.33,3.48,3.81,50,44,17,0.05,0.05,0.16,1,0,0,2,Defensor Ofensivo,36.9,6.67,3.26,-2.48
Marco Rodríguez 610,POL,MF,Mainz,Bundesliga,33,975,27,5,2,7,5,0,0.83,4.11,0.83,4.94,42,267,170,0.46,0.18,0.08,2,0,1,1,Mediocampista Creativo,31.4,6.41,8.62,4.17
James Schneider 611,NGR,FW,Mainz,Bundesliga,31,712,18,13,4,17,13,0,6.49,4.23,6.49,10.72,152,71,165,1.64,0.51,0.82,0,0,1,0,Delantero Goleador,200.0,13.0,15.39,6.51
Carlos Dupont 612,BRA,FW,Mainz,Bundesliga,31,1640,26,8,10,18,7,1,17.12,13.89,16.36,30.25,129,95,100,0.44,0.55,0.94,0,0,0,0,Delantero Goleador,192.1,16.54,15.38,-9.12
Luis Hernández 613,URU,MF,Mainz,Bundesliga,20,602,20,5,9,14,5,0,0.73,1.65,0.73,2.38,36,285,105,0.75,1.35,0.11,3,0,1,1,Mediocampista Creativo,94.7,5.67,12.29,4.27
Antoine Meyer 614,ENG,DF,Mainz,Bundesliga,23,1472,28,2,1,3,2,0,1.0,0.92,1.0,1.92,76,108,20,0.12,0.06,0.06,2,0,1,2,Defensor Ofensivo,39.8,7.42,2.96,1.0
Kai Silva 615,URU,DF,Mainz,Bundesliga,20,895,24,3,1,4,3,0,1.18,0.99,1.18,2.17,52,115,62,0.3,0.1,0.12,12,0,1,2,Defensor Ofensivo,50.2,6.16,4.09,1.82
Jude González 616,FRA,DF,Mainz,Bundesliga,26,1494,27,3,4,7,3,0,0.94,1.82,0.94,2.76,53,33,52,0.18,0.24,0.06,1,0,1,2,Defensor Ofensivo,32.5,6.2,5.29,2.06
Vinicius Weber 617,CRO,FW,Union Berlin,Bundesliga,23,1347,21,9,12,21,7,2,8.84,2.24,7.32,9.56,192,99,203,0.6,0.8,0.59,1,0,1,0,Delantero Goleador,160.0,15.59,18.35,0.16
Erling Santos 618,ESP,FW,Union Berlin,Bundesliga,22,627,15,14,5,19,14,0,20.07,1.16,20.07,21.23,173,111,194,2.01,0.72,2.88,0,0,0,0,Delantero Goleador,200.0,17.51,17.23,-6.07
Kylian Pérez 619,COL,FW,Union Berlin,Bundesliga,28,244,10,10,3,13,10,0,11.45,8.08,11.45,19.53,142,90,101,3.69,1.11,4.22,0,0,0,0,Delantero Goleador,200.0,14.4,14.11,-1.45
Pedri Smith 620,ITA,MF,Union Berlin,Bundesliga,26,755,16,1,2,3,1,0,7.91,3.0,7.91,10.91,139,228,143,0.12,0.24,0.94,3,0,0,1,Mediocampista Creativo,75.9,12.96,4.88,-6.91
Gavi López 621,NGR,FW,Union Berlin,Bundesliga,27,375,8,8,7,15,8,0,15.74,1.55,15.74,17.29,57,66,72,1.92,1.68,3.78,2,0,0,0,Delantero Goleador,188.0,10.35,15.76,-7.74
Bukayo Wagner 622,COL,DF,Union Berlin,Bundesliga,25,567,11,1,0,1,1,0,1.22,0.04,1.22,1.26,12,74,24,0.16,0.0,0.19,3,0,0,2,Defensor Ofensivo,26.7,3.84,2.12,-0.22
Trent Garcia 623,GER,MF,Union Berlin,Bundesliga,26,813,16,7,3,10,7,0,7.93,0.86,7.93,8.79,137,215,123,0.77,0.33,0.88,0,0,0,1,Mediocampista Creativo,151.6,12.53,8.72,-0.93
Phil Fernández 624,COL,MF,Union Berlin,Bundesliga,29,721,14,3,9,12,3,0,5.4,9.05,5.4,14.45,81,166,49,0.37,1.12,0.67,4,0,0,1,Mediocampista Creativo,102.9,10.07,11.55,-2.4
Harry Becker 625,MAR,MF,Union Berlin,Bundesliga,18,986,29,4,7,11,4,0,0.24,9.7,0.24,9.94,110,288,96,0.37,0.64,0.02,4,0,1,1,Mediocampista Creativo,99.0,10.53,10.76,3.76
Son Müller 626,NED,MF,Union Berlin,Bundesliga,22,675,12,5,8,13,5,0,0.66,3.96,0.66,4.62,36,247,159,0.67,1.07,0.09,2,0,1,1,Mediocampista Creativo,109.8,5.92,11.58,4.34
Bruno Martinez 627,BEL,MF,Union Berlin,Bundesliga,25,160,6,8,5,13,8,0,0.81,15.43,0.81,16.24,107,110,150,4.5,2.81,0.46,3,0,1,0,Delantero Goleador,43.7,10.75,13.38,7.19
Kevin Fischer 628,CRO,FW,Union Berlin,Bundesliga,32,651,17,10,2,12,10,0,4.31,0.02,4.31,4.33,169,38,139,1.38,0.28,0.6,2,0,1,0,Delantero Goleador,79.1,12.52,13.29,5.69
Robert Rossi 629,ITA,FW,Union Berlin,Bundesliga,20,1035,22,12,8,20,11,1,23.53,3.03,22.77,25.8,151,39,72,1.04,0.7,2.05,0,0,0,0,Delantero Goleador,200.0,17.57,19.16,-11.53
Luca Rodríguez 630,ESP,MF,Union Berlin,Bundesliga,27,1688,32,5,5,10,5,0,1.08,7.44,1.08,8.52,140,92,121,0.27,0.27,0.06,0,0,1,0,Delantero Goleador,103.4,11.62,10.99,3.92
Marco Schneider 631,URU,DF,Union Berlin,Bundesliga,24,527,17,1,3,4,1,0,1.45,0.1,1.45,1.55,60,142,18,0.17,0.51,0.25,6,0,0,2,Defensor Ofensivo,11.7,6.48,3.83,-0.45
James Dupont 632,BRA,MF,Union Berlin,Bundesliga,28,1446,31,5,3,8,5,0,2.78,5.98,2.78,8.76,149,274,97,0.31,0.19,0.17,2,0,1,1,Mediocampista Creativo,80.4,12.73,8.51,2.22
Luis Meyer 634,CRO,MF,Union Berlin,Bundesliga,22,1387,29,5,7,12,5,0,2.07,6.24,2.07,8.31,129,160,143,0.32,0.45,0.13,3,0,1,1,Mediocampista Creativo,42.6,11.27,11.15,2.93
Antoine Silva 635,CRO,MF,Inter Milan,Serie A,29,246,12,10,5,15,10,0,5.06,12.09,5.06,17.15,116,250,170,3.66,1.83,1.85,1,0,1,1,Mediocampista Creativo,61.3,12.28,13.39,4.94
Kai González 636,CRO,MF,Inter Milan,Serie A,23,1008,32,6,4,10,6,0,2.72,1.62,2.72,4.34,51,55,101,0.54,0.36,0.24,0,0,1,2,Defensor Ofensivo,128.3,6.51,9.35,3.28
Jude Weber 637,ESP,FW,Inter Milan,Serie A,31,1504,31,8,7,15,7,1,9.45,8.9,8.69,17.59,126,24,182,0.48,0.42,0.57,0,0,0,0,Delantero Goleador,200.0,13.29,14.78,-1.45
Vinicius Santos 638,ITA,DF,Inter Milan,Serie A,28,1402,31,1,1,2,1,0,1.39,0.75,1.39,2.14,12,145,19,0.06,0.06,0.09,4,0,0,2,Defensor Ofensivo,13.5,4.37,2.26,-0.39
Erling Pérez 639,BRA,DF,Inter Milan,Serie A,27,982,17,2,1,3,2,0,0.3,6.56,0.3,6.86,48,24,15,0.18,0.09,0.03,4,0,1,2,Defensor Ofensivo,32.5,6.32,3.61,1.7
Pedri López 641,GER,MF,Inter Milan,Serie A,26,1874,25,2,4,6,2,0,0.56,13.59,0.56,14.15,111,120,104,0.1,0.19,0.03,2,0,1,1,Mediocampista Creativo,55.9,11.04,7.57,1.44
Trent Fernández 644,SEN,DF,Inter Milan,Serie A,32,1349,32,0,1,1,0,0,0.22,0.04,0.22,0.26,63,129,56,0.0,0.07,0.01,3,0,0,2,Defensor Ofensivo,8.7,6.44,1.98,-0.22
Phil Becker 645,ITA,FW,Inter Milan,Serie A,28,464,14,9,5,14,9,0,0.31,2.32,0.31,2.63,81,56,131,1.75,0.97,0.06,0,0,1,0,Delantero Goleador,166.5,7.31,13.94,8.69
Harry Müller 646,URU,DF,Inter Milan,Serie A,18,415,11,1,0,1,1,0,1.08,3.11,1.08,4.19,51,42,12,0.22,0.0,0.23,7,0,0,2,Defensor Ofensivo,10.5,6.1,2.23,-0.08
Son Martinez 647,ENG,MF,Inter Milan,Serie A,28,816,24,8,7,15,8,0,8.34,3.08,8.34,11.42,140,289,78,0.88,0.77,0.92,6,0,0,1,Mediocampista Creativo,127.7,13.31,12.33,-0.34
Bruno Fischer 648,FRA,FW,Inter Milan,Serie A,31,1367,31,13,3,16,13,0,1.73,19.75,1.73,21.48,89,31,151,0.86,0.2,0.11,0,0,1,0,Delantero Goleador,80.1,10.83,15.13,11.27
Robert Rodríguez 650,BRA,FW,Inter Milan,Serie A,22,1393,31,6,9,15,6,0,1.49,3.38,1.49,4.87,142,63,152,0.39,0.58,0.1,0,0,1,0,Delantero Goleador,106.7,11.1,13.77,4.51
Luca Schneider 651,BEL,FW,Inter Milan,Serie A,24,696,14,16,5,21,15,1,6.36,3.38,5.6,8.98,59,73,60,2.07,0.65,0.82,2,0,1,0,Delantero Goleador,200.0,8.17,18.14,9.64
Marco Dupont 652,MAR,DF,Inter Milan,Serie A,25,390,7,1,0,1,1,0,0.21,3.41,0.21,3.62,39,28,41,0.23,0.0,0.05,2,0,1,2,Defensor Ofensivo,24.7,5.25,2.59,0.79
James Hernández 653,POR,MF,Inter Milan,Serie A,21,618,23,3,8,11,3,0,4.24,9.53,4.24,13.77,87,62,112,0.44,1.17,0.62,4,0,0,0,Delantero Goleador,35.1,9.84,11.18,-1.24
Carlos Meyer 654,COL,FW,Inter Milan,Serie A,21,175,6,13,5,18,12,1,7.36,0.87,6.6,7.47,79,61,94,6.69,2.57,3.79,0,0,1,0,Delantero Goleador,182.3,8.93,15.12,5.64
Antoine González 656,BEL,FW,AC Milan,Serie A,25,138,7,18,5,23,18,0,19.0,14.71,19.0,33.71,57,34,156,11.74,3.26,12.39,1,0,0,0,Delantero Goleador,200.0,13.08,19.59,-1.0
Kai Weber 657,COL,MF,AC Milan,Serie A,19,864,22,2,11,13,2,0,5.31,13.14,5.31,18.45,42,112,141,0.21,1.15,0.55,2,0,0,1,Mediocampista Creativo,63.8,8.59,13.87,-3.31
Jude Santos 658,CRO,MF,AC Milan,Serie A,28,472,12,1,6,7,1,0,9.56,3.49,9.56,13.05,127,280,153,0.19,1.14,1.82,0,0,0,1,Mediocampista Creativo,103.6,12.96,7.84,-8.56
Vinicius Pérez 659,FRA,MF,AC Milan,Serie A,32,1230,30,5,4,9,5,0,1.36,20.33,1.36,21.69,122,72,109,0.37,0.29,0.1,0,0,1,0,Delantero Goleador,111.0,12.54,10.53,3.64
Erling Smith 660,POL,DF,AC Milan,Serie A,29,541,9,1,2,3,1,0,1.97,2.51,1.97,4.48,77,81,54,0.17,0.33,0.33,2,0,0,2,Defensor Ofensivo,11.1,7.69,3.96,-0.97
Kylian López 661,SEN,MF,AC Milan,Serie A,26,571,16,2,6,8,2,0,1.6,2.38,1.6,3.98,126,239,100,0.32,0.95,0.25,1,0,1,1,Mediocampista Creativo,62.0,10.42,8.91,0.4
Pedri Wagner 662,BRA,DF,AC Milan,Serie A,25,624,9,1,2,3,1,0,0.22,3.36,0.22,3.58,15,52,38,0.14,0.29,0.03,3,0,1,2,Defensor Ofensivo,26.7,4.16,2.87,0.78
Gavi Garcia 663,ENG,FW,AC Milan,Serie A,21,831,23,8,3,11,7,1,4.2,3.17,3.44,6.61,77,20,98,0.87,0.32,0.45,1,0,1,0,Delantero Goleador,167.8,8.33,10.39,3.8
Bukayo Fernández 664,BEL,MF,AC Milan,Serie A,28,270,15,8,5,13,8,0,0.28,2.97,0.28,3.25,81,189,58,2.67,1.67,0.09,2,0,1,1,Mediocampista Creativo,46.0,7.68,12.21,7.72
Trent Becker 665,POL,FW,AC Milan,Serie A,19,1281,24,12,4,16,11,1,5.91,0.83,5.15,5.98,122,67,186,0.84,0.28,0.42,1,1,1,0,Delantero Goleador,200.0,10.95,14.99,6.09
Phil Müller 666,POL,DF,AC Milan,Serie A,31,1282,30,0,0,0,0,0,0.72,2.41,0.72,3.13,23,119,68,0.0,0.0,0.05,1,0,0,2,Defensor Ofensivo,14.1,4.88,1.63,-0.72
Harry Martinez 667,ESP,FW,AC Milan,Serie A,17,640,32,8,5,13,7,1,8.07,1.94,7.31,9.25,185,58,103,1.12,0.7,1.13,2,0,0,0,Delantero Goleador,200.0,14.71,13.29,-0.07
Son Fischer 668,BEL,DF,AC Milan,Serie A,28,405,15,2,3,5,2,0,1.51,2.97,1.51,4.48,19,100,39,0.44,0.67,0.34,3,0,1,2,Defensor Ofensivo,43.3,4.73,4.13,0.49
Kevin Rodríguez 670,POL,MF,AC Milan,Serie A,31,629,26,9,7,16,9,0,2.81,6.0,2.81,8.81,92,88,177,1.29,1.0,0.4,2,0,1,0,Delantero Goleador,161.1,9.23,13.86,6.19
