Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,market_value_eur_M
Bruno Müller 606,POL,DF,Mainz,Bundesliga,26,28,27,1807,1,1,2,1,0,0,1,0,0.45,0.45,1.5,1.95,66,52,28,0.05,0.05,0.02,28.1
Kevin Martinez 607,GER,MF,Mainz,Bundesliga,24,27,0,1026,2,7,9,2,0,0,4,0,5.2,5.2,5.74,10.94,126,172,141,0.18,0.61,0.46,83.5
Robert Fischer 608,ESP,MF,Mainz,Bundesliga,25,24,10,920,2,3,5,2,0,1,1,0,0.05,0.05,0.58,0.63,36,137,131,0.2,0.29,0.0,26.3
Luca Rossi 609,POR,DF,Mainz,Bundesliga,21,32,22,1922,1,1,2,1,0,0,1,0,3.48,3.48,0.33,3.81,50,44,17,0.05,0.05,0.16,36.9
Marco Rodríguez 610,POL,MF,Mainz,Bundesliga,33,27,2,975,5,2,7,5,0,0,2,0,0.83,0.83,4.11,4.94,42,267,170,0.46,0.18,0.08,31.4
James Schneider 611,NGR,FW,Mainz,Bundesliga,31,18,1,712,13,4,17,13,0,0,0,0,6.49,6.49,4.23,10.72,152,71,165,1.64,0.51,0.82,200.0
Carlos Dupont 612,BRA,FW,Mainz,Bundesliga,31,26,20,1640,8,10,18,7,1,1,0,0,17.12,16.36,13.89,30.25,129,95,100,0.44,0.55,0.94,192.1
Luis Hernández 613,URU,MF,Mainz,Bundesliga,20,20,1,602,5,9,14,5,0,1,3,0,0.73,0.73,1.65,2.38,36,285,105,0.75,1.35,0.11,94.7
Antoine Meyer 614,ENG,DF,Mainz,Bundesliga,23,28,12,1472,2,1,3,2,0,0,2,0,1.0,1.0,0.92,1.92,76,108,20,0.12,0.06,0.06,39.8
Kai Silva 615,URU,DF,Mainz,Bundesliga,20,24,11,895,3,1,4,3,0,0,12,0,1.18,1.18,0.99,2.17,52,115,62,0.3,0.1,0.12,50.2
Jude González 616,FRA,DF,Mainz,Bundesliga,26,27,12,1494,3,4,7,3,0,0,1,0,0.94,0.94,1.82,2.76,53,33,52,0.18,0.24,0.06,32.5
Vinicius Weber 617,CRO,FW,Union Berlin,Bundesliga,23,21,17,1347,9,12,21,7,2,3,1,0,8.84,7.32,2.24,9.56,192,99,203,0.6,0.8,0.59,160.0
Erling Santos 618,ESP,FW,Union Berlin,Bundesliga,22,15,9,627,14,5,19,14,0,0,0,0,20.07,20.07,1.16,21.23,173,111,194,2.01,0.72,2.88,200.0
Kylian Pérez 619,COL,FW,Union Berlin,Bundesliga,28,10,1,244,10,3,13,10,0,0,0,0,11.45,11.45,8.08,19.53,142,90,101,3.69,1.11,4.22,200.0
Pedri Smith 620,ITA,MF,Union Berlin,Bundesliga,26,16,9,755,1,2,3,1,0,1,3,0,7.91,7.91,3.0,10.91,139,228,143,0.12,0.24,0.94,75.9
Gavi López 621,NGR,FW,Union Berlin,Bundesliga,27,8,3,375,8,7,15,8,0,0,2,0,15.74,15.74,1.55,17.29,57,66,72,1.92,1.68,3.78,188.0
Bukayo Wagner 622,COL,DF,Union Berlin,Bundesliga,25,11,9,567,1,0,1,1,0,0,3,0,1.22,1.22,0.04,1.26,12,74,24,0.16,0.0,0.19,26.7
Trent Garcia 623,GER,MF,Union Berlin,Bundesliga,26,16,11,813,7,3,10,7,0,0,0,0,7.93,7.93,0.86,8.79,137,215,123,0.77,0.33,0.88,151.6
Phil Fernández 624,COL,MF,Union Berlin,Bundesliga,29,14,7,721,3,9,12,3,0,1,4,0,5.4,5.4,9.05,14.45,81,166,49,0.37,1.12,0.67,102.9
Harry Becker 625,MAR,MF,Union Berlin,Bundesliga,18,29,17,986,4,7,11,4,0,1,4,0,0.24,0.24,9.7,9.94,110,288,96,0.37,0.64,0.02,99.0
Son Müller 626,NED,MF,Union Berlin,Bundesliga,22,12,9,675,5,8,13,5,0,0,2,0,0.66,0.66,3.96,4.62,36,247,159,0.67,1.07,0.09,109.8
Bruno Martinez 627,BEL,MF,Union Berlin,Bundesliga,25,6,1,160,8,5,13,8,0,0,3,0,0.81,0.81,15.43,16.24,107,110,150,4.5,2.81,0.46,43.7
Kevin Fischer 628,CRO,FW,Union Berlin,Bundesliga,32,17,3,651,10,2,12,10,0,0,2,0,4.31,4.31,0.02,4.33,169,38,139,1.38,0.28,0.6,79.1
Robert Rossi 629,ITA,FW,Union Berlin,Bundesliga,20,22,7,1035,12,8,20,11,1,1,0,0,23.53,22.77,3.03,25.8,151,39,72,1.04,0.7,2.05,200.0
Luca Rodríguez 630,ESP,MF,Union Berlin,Bundesliga,27,32,18,1688,5,5,10,5,0,0,0,0,1.08,1.08,7.44,8.52,140,92,121,0.27,0.27,0.06,103.4
Marco Schneider 631,URU,DF,Union Berlin,Bundesliga,24,17,0,527,1,3,4,1,0,1,6,0,1.45,1.45,0.1,1.55,60,142,18,0.17,0.51,0.25,11.7
James Dupont 632,BRA,MF,Union Berlin,Bundesliga,28,31,2,1446,5,3,8,5,0,1,2,0,2.78,2.78,5.98,8.76,149,274,97,0.31,0.19,0.17,80.4
Carlos Hernández 633,FRA,GK,Union Berlin,Bundesliga,28,13,4,405,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,23,7,0.0,0.0,0.0,8.3
Luis Meyer 634,CRO,MF,Union Berlin,Bundesliga,22,29,13,1387,5,7,12,5,0,0,3,0,2.07,2.07,6.24,8.31,129,160,143,0.32,0.45,0.13,42.6
Antoine Silva 635,CRO,MF,Inter Milan,Serie A,29,12,2,246,10,5,15,10,0,0,1,0,5.06,5.06,12.09,17.15,116,250,170,3.66,1.83,1.85,61.3
Kai González 636,CRO,MF,Inter Milan,Serie A,23,32,8,1008,6,4,10,6,0,0,0,0,2.72,2.72,1.62,4.34,51,55,101,0.54,0.36,0.24,128.3
Jude Weber 637,ESP,FW,Inter Milan,Serie A,31,31,23,1504,8,7,15,7,1,1,0,0,9.45,8.69,8.9,17.59,126,24,182,0.48,0.42,0.57,200.0
Vinicius Santos 638,ITA,DF,Inter Milan,Serie A,28,31,16,1402,1,1,2,1,0,0,4,0,1.39,1.39,0.75,2.14,12,145,19,0.06,0.06,0.09,13.5
Erling Pérez 639,BRA,DF,Inter Milan,Serie A,27,17,11,982,2,1,3,2,0,0,4,0,0.3,0.3,6.56,6.86,48,24,15,0.18,0.09,0.03,32.5
Kylian Smith 640,ITA,GK,Inter Milan,Serie A,18,31,19,1663,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,16,1,0.0,0.0,0.0,14.3
Pedri López 641,GER,MF,Inter Milan,Serie A,26,25,23,1874,2,4,6,2,0,0,2,0,0.56,0.56,13.59,14.15,111,120,104,0.1,0.19,0.03,55.9
Gavi Wagner 642,BEL,GK,Inter Milan,Serie A,22,8,0,264,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,2,0.0,0.0,0.0,5.9
Bukayo Garcia 643,NED,GK,Inter Milan,Serie A,25,29,26,2437,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,26,3,0.0,0.0,0.0,4.4
Trent Fernández 644,SEN,DF,Inter Milan,Serie A,32,32,15,1349,0,1,1,0,0,1,3,0,0.22,0.22,0.04,0.26,63,129,56,0.0,0.07,0.01,8.7
Phil Becker 645,ITA,FW,Inter Milan,Serie A,28,14,1,464,9,5,14,9,0,0,0,0,0.31,0.31,2.32,2.63,81,56,131,1.75,0.97,0.06,166.5
Harry Müller 646,URU,DF,Inter Milan,Serie A,18,11,5,415,1,0,1,1,0,0,7,0,1.08,1.08,3.11,4.19,51,42,12,0.22,0.0,0.23,10.5
Son Martinez 647,ENG,MF,Inter Milan,Serie A,28,24,0,816,8,7,15,8,0,0,6,0,8.34,8.34,3.08,11.42,140,289,78,0.88,0.77,0.92,127.7
Bruno Fischer 648,FRA,FW,Inter Milan,Serie A,31,31,18,1367,13,3,16,13,0,1,0,0,1.73,1.73,19.75,21.48,89,31,151,0.86,0.2,0.11,80.1
Kevin Rossi 649,URU,GK,Inter Milan,Serie A,20,10,6,484,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0,14,2,0.0,0.0,0.0,11.7
Robert Rodríguez 650,BRA,FW,Inter Milan,Serie A,22,31,13,1393,6,9,15,6,0,0,0,0,1.49,1.49,3.38,4.87,142,63,152,0.39,0.58,0.1,106.7
Luca Schneider 651,BEL,FW,Inter Milan,Serie A,24,14,10,696,16,5,21,15,1,1,2,0,6.36,5.6,3.38,8.98,59,73,60,2.07,0.65,0.82,200.0
Marco Dupont 652,MAR,DF,Inter Milan,Serie A,25,7,4,390,1,0,1,1,0,0,2,0,0.21,0.21,3.41,3.62,39,28,41,0.23,0.0,0.05,24.7
James Hernández 653,POR,MF,Inter Milan,Serie A,21,23,4,618,3,8,11,3,0,0,4,0,4.24,4.24,9.53,13.77,87,62,112,0.44,1.17,0.62,35.1
Carlos Meyer 654,COL,FW,Inter Milan,Serie A,21,6,1,175,13,5,18,12,1,1,0,0,7.36,6.6,0.87,7.47,79,61,94,6.69,2.57,3.79,182.3
Luis Silva 655,SEN,GK,Inter Milan,Serie A,29,27,3,1182,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,6,0.0,0.0,0.0,9.2
Antoine González 656,BEL,FW,AC Milan,Serie A,25,7,1,138,18,5,23,18,0,0,1,0,19.0,19.0,14.71,33.71,57,34,156,11.74,3.26,12.39,200.0
Kai Weber 657,COL,MF,AC Milan,Serie A,19,22,16,864,2,11,13,2,0,1,2,0,5.31,5.31,13.14,18.45,42,112,141,0.21,1.15,0.55,63.8
Jude Santos 658,CRO,MF,AC Milan,Serie A,28,12,4,472,1,6,7,1,0,0,0,0,9.56,9.56,3.49,13.05,127,280,153,0.19,1.14,1.82,103.6
Vinicius Pérez 659,FRA,MF,AC Milan,Serie A,32,30,4,1230,5,4,9,5,0,1,0,0,1.36,1.36,20.33,21.69,122,72,109,0.37,0.29,0.1,111.0
Erling Smith 660,POL,DF,AC Milan,Serie A,29,9,8,541,1,2,3,1,0,1,2,0,1.97,1.97,2.51,4.48,77,81,54,0.17,0.33,0.33,11.1
Kylian López 661,SEN,MF,AC Milan,Serie A,26,16,9,571,2,6,8,2,0,1,1,0,1.6,1.6,2.38,3.98,126,239,100,0.32,0.95,0.25,62.0
Pedri Wagner 662,BRA,DF,AC Milan,Serie A,25,9,7,624,1,2,3,1,0,0,3,0,0.22,0.22,3.36,3.58,15,52,38,0.14,0.29,0.03,26.7
Gavi Garcia 663,ENG,FW,AC Milan,Serie A,21,23,7,831,8,3,11,7,1,1,1,0,4.2,3.44,3.17,6.61,77,20,98,0.87,0.32,0.45,167.8
Bukayo Fernández 664,BEL,MF,AC Milan,Serie A,28,15,0,270,8,5,13,8,0,0,2,0,0.28,0.28,2.97,3.25,81,189,58,2.67,1.67,0.09,46.0
Trent Becker 665,POL,FW,AC Milan,Serie A,19,24,23,1281,12,4,16,11,1,2,1,1,5.91,5.15,0.83,5.98,122,67,186,0.84,0.28,0.42,200.0
Phil Müller 666,POL,DF,AC Milan,Serie A,31,30,11,1282,0,0,0,0,0,0,1,0,0.72,0.72,2.41,3.13,23,119,68,0.0,0.0,0.05,14.1
Harry Martinez 667,ESP,FW,AC Milan,Serie A,17,32,2,640,8,5,13,7,1,1,2,0,8.07,7.31,1.94,9.25,185,58,103,1.12,0.7,1.13,200.0
Son Fischer 668,BEL,DF,AC Milan,Serie A,28,15,3,405,2,3,5,2,0,0,3,0,1.51,1.51,2.97,4.48,19,100,39,0.44,0.67,0.34,43.3
Bruno Rossi 669,BEL,GK,AC Milan,Serie A,23,9,1,397,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15,6,0.0,0.0,0.0,15.4
Kevin Rodríguez 670,POL,MF,AC Milan,Serie A,31,26,1,629,9,7,16,9,0,0,2,0,2.81,2.81,6.0,8.81,92,88,177,1.29,1.0,0.4,161.1
Robert Schneider 671,SEN,MF,AC Milan,Serie A,26,32,20,1864,2,11,13,2,0,1,2,0,2.96,2.96,2.12,5.08,126,258,83,0.1,0.53,0.14,36.6
Luca Dupont 672,BEL,DF,AC Milan,Serie A,24,18,8,812,1,1,2,1,0,0,1,0,0.67,0.67,0.04,0.71,70,55,63,0.11,0.11,0.07,26.8
Marco Hernández 673,NGR,MF,AC Milan,Serie A,22,31,24,2259,5,6,11,5,0,0,4,0,5.79,5.79,9.02,14.81,80,287,95,0.2,0.24,0.23,69.2
James Meyer 674,ESP,MF,Juventus,Serie A,20,10,1,303,1,6,7,1,0,0,2,0,3.44,3.44,3.93,7.37,93,130,145,0.3,1.78,1.02,82.9
Carlos Silva 675,POR,DF,Juventus,Serie A,33,29,3,552,2,5,7,2,0,0,3,0,1.02,1.02,4.46,5.48,28,89,42,0.33,0.82,0.17,22.8
Luis González 676,BRA,MF,Juventus,Serie A,26,13,11,780,4,6,10,4,0,0,4,0,0.31,0.31,9.02,9.33,79,289,51,0.46,0.69,0.04,41.2
Antoine Weber 677,POL,DF,Juventus,Serie A,31,20,12,1348,2,2,4,2,0,0,6,0,2.33,2.33,2.05,4.38,59,38,68,0.13,0.13,0.16,27.7
Kai Santos 678,ARG,GK,Juventus,Serie A,17,18,5,869,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,5,0.0,0.0,0.0,12.5
Jude Pérez 679,GER,DF,Juventus,Serie A,21,11,6,567,3,6,9,3,0,0,0,0,1.72,1.72,2.09,3.81,79,112,21,0.48,0.95,0.27,21.2
Vinicius Smith 680,COL,FW,Juventus,Serie A,26,32,23,1947,9,2,11,9,0,0,1,0,21.46,21.46,1.49,22.95,101,23,100,0.42,0.09,0.99,200.0
Erling López 681,POL,FW,Juventus,Serie A,20,14,11,718,5,6,11,4,1,1,0,0,16.05,15.29,2.46,17.75,142,116,204,0.63,0.75,2.01,143.5
Kylian Wagner 682,URU,MF,Juventus,Serie A,23,11,11,649,3,7,10,3,0,0,1,0,14.4,14.4,4.11,18.51,55,120,113,0.42,0.97,2.0,123.0
Pedri Garcia 683,BRA,MF,Juventus,Serie A,26,6,0,222,3,7,10,3,0,1,6,0,9.33,9.33,0.2,9.53,125,145,114,1.22,2.84,3.78,88.2
Gavi Fernández 684,ESP,DF,Juventus,Serie A,25,7,5,318,1,0,1,1,0,0,0,0,0.27,0.27,1.09,1.36,11,46,46,0.28,0.0,0.08,19.4
Bukayo Becker 685,GER,DF,Juventus,Serie A,25,20,14,1202,0,2,2,0,0,0,9,0,1.55,1.55,6.45,8.0,24,53,44,0.0,0.15,0.12,21.1
Trent Müller 686,BEL,FW,Juventus,Serie A,27,31,27,1989,5,5,10,5,0,1,0,0,3.17,3.17,1.49,4.66,137,64,94,0.23,0.23,0.14,131.7
Phil Martinez 687,ITA,MF,Juventus,Serie A,26,24,17,1108,10,4,14,10,0,0,2,0,4.92,4.92,6.62,11.54,115,263,56,0.81,0.32,0.4,155.9
Harry Fischer 688,ESP,MF,Juventus,Serie A,26,16,10,756,6,4,10,6,0,1,1,0,1.16,1.16,1.68,2.84,143,90,47,0.71,0.48,0.14,39.7
Son Rossi 689,ESP,GK,Juventus,Serie A,17,14,7,714,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,26,8,0.0,0.0,0.0,10.7
Bruno Rodríguez 690,POL,FW,Juventus,Serie A,28,16,4,680,10,6,16,8,2,2,2,0,0.16,0.0,3.35,3.35,116,22,96,1.32,0.79,0.02,68.1
Kevin Schneider 691,URU,GK,Juventus,Serie A,29,17,10,1103,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,4.1
Robert Dupont 692,NED,FW,Napoli,Serie A,21,14,13,950,8,5,13,8,0,0,0,0,3.53,3.53,2.38,5.91,102,99,147,0.76,0.47,0.33,174.0
Luca Hernández 693,BEL,DF,Napoli,Serie A,32,25,4,1208,0,2,2,0,0,0,7,0,0.52,0.52,0.65,1.17,39,41,28,0.0,0.15,0.04,23.5
Marco Meyer 694,POL,DF,Napoli,Serie A,18,9,6,414,2,3,5,2,0,0,1,0,1.8,1.8,0.84,2.64,11,70,35,0.43,0.65,0.39,25.7
James Silva 695,ESP,DF,Napoli,Serie A,29,28,20,1728,0,0,0,0,0,0,1,0,0.78,0.78,0.6,1.38,61,21,27,0.0,0.0,0.04,16.5
Carlos González 696,URU,MF,Napoli,Serie A,28,19,16,944,2,5,7,2,0,0,2,0,7.36,7.36,0.93,8.29,130,276,145,0.19,0.48,0.7,78.7
Luis Weber 697,ESP,MF,Napoli,Serie A,28,5,2,186,4,5,9,4,0,0,3,0,6.06,6.06,8.57,14.63,63,296,53,1.94,2.42,2.93,68.7
Antoine Santos 698,NGR,FW,Napoli,Serie A,34,22,22,1034,7,4,11,7,0,1,0,0,1.81,1.81,14.58,16.39,81,28,164,0.61,0.35,0.16,119.4
Kai Pérez 699,POR,MF,Napoli,Serie A,25,31,6,1479,4,4,8,4,0,0,1,0,1.84,1.84,3.24,5.08,44,139,81,0.24,0.24,0.11,98.5
Jude Smith 700,NGR,MF,Napoli,Serie A,31,11,1,365,5,5,10,5,0,1,3,0,6.17,6.17,1.57,7.74,39,157,62,1.23,1.23,1.52,55.7
Vinicius López 701,ARG,MF,Napoli,Serie A,27,7,5,287,5,9,14,5,0,0,5,0,5.45,5.45,3.33,8.78,50,91,120,1.57,2.82,1.71,40.4
Erling Wagner 702,BRA,FW,Napoli,Serie A,20,26,15,1265,6,2,8,5,1,1,3,0,12.72,11.96,1.11,13.07,147,21,66,0.43,0.14,0.9,116.9
Kylian Garcia 703,COL,DF,Napoli,Serie A,30,10,8,622,3,1,4,3,0,1,4,0,0.96,0.96,0.5,1.46,14,61,50,0.43,0.14,0.14,15.4
Pedri Fernández 704,CRO,FW,Napoli,Serie A,25,18,1,291,8,3,11,7,1,1,2,0,5.91,5.15,2.35,7.5,186,51,185,2.47,0.93,1.83,185.5
Gavi Becker 705,BEL,MF,Napoli,Serie A,25,26,6,1122,3,5,8,3,0,0,0,0,0.63,0.63,1.31,1.94,141,122,46,0.24,0.4,0.05,51.3
Bukayo Müller 706,BRA,DF,Napoli,Serie A,26,7,7,504,1,2,3,1,0,0,2,0,3.11,3.11,1.25,4.36,59,52,12,0.18,0.36,0.56,14.4
Trent Martinez 707,ITA,FW,Napoli,Serie A,30,8,2,370,11,4,15,11,0,0,0,0,8.46,8.46,5.15,13.61,182,63,71,2.68,0.97,2.06,88.0
Phil Fischer 708,URU,DF,Napoli,Serie A,20,15,12,1050,1,3,4,1,0,0,4,0,1.21,1.21,2.31,3.52,59,79,71,0.09,0.26,0.1,37.5
Harry Rossi 709,POL,DF,Napoli,Serie A,32,10,9,563,2,1,3,2,0,0,0,0,0.75,0.75,2.38,3.13,51,136,61,0.32,0.16,0.12,28.7
Son Rodríguez 710,COL,MF,Napoli,Serie A,21,28,14,910,6,2,8,6,0,0,6,0,0.28,0.28,6.57,6.85,101,299,138,0.59,0.2,0.03,49.3
Bruno Schneider 711,SEN,MF,Roma,Serie A,26,9,6,501,1,7,8,1,0,0,0,0,5.35,5.35,3.03,8.38,92,61,50,0.18,1.26,0.96,84.9
Kevin Dupont 712,ITA,GK,Roma,Serie A,30,10,10,860,0,0,0,0,0,1,3,0,0.0,0.0,0.0,0.0,0,15,1,0.0,0.0,0.0,11.7
Robert Hernández 713,CRO,DF,Roma,Serie A,27,33,5,1513,1,0,1,1,0,0,2,0,0.9,0.9,0.17,1.07,19,65,28,0.06,0.0,0.05,29.7
Luca Meyer 714,BEL,GK,Roma,Serie A,23,29,5,1318,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,4.5
Marco Silva 715,ARG,MF,Roma,Serie A,29,12,5,573,5,4,9,5,0,0,4,0,3.38,3.38,4.2,7.58,59,172,170,0.79,0.63,0.53,119.6
James González 716,URU,MF,Roma,Serie A,25,20,9,976,6,5,11,6,0,0,3,0,3.69,3.69,1.08,4.77,79,256,174,0.55,0.46,0.34,69.8
Carlos Weber 717,POR,DF,Roma,Serie A,25,6,3,252,0,0,0,0,0,1,4,0,1.17,1.17,1.72,2.89,10,72,56,0.0,0.0,0.42,22.8
Luis Santos 718,ITA,FW,Roma,Serie A,22,15,0,555,12,7,19,11,1,1,2,0,8.87,8.11,0.05,8.16,52,102,71,1.95,1.14,1.44,145.1
Antoine Pérez 719,GER,FW,Roma,Serie A,28,7,1,221,12,2,14,12,0,0,2,0,2.42,2.42,1.51,3.93,143,66,102,4.89,0.81,0.99,200.0
Kai Smith 720,ENG,MF,Roma,Serie A,19,20,9,760,4,5,9,4,0,0,4,0,1.25,1.25,4.67,5.92,61,286,99,0.47,0.59,0.15,93.8
Jude López 721,CRO,DF,Roma,Serie A,29,6,3,255,1,2,3,1,0,1,4,0,1.22,1.22,0.44,1.66,25,95,38,0.35,0.71,0.43,21.4
Vinicius Wagner 722,CRO,MF,Roma,Serie A,22,28,13,1099,6,8,14,6,0,0,3,0,0.03,0.03,0.28,0.31,91,251,59,0.49,0.66,0.0,56.5
Erling Garcia 723,ESP,DF,Roma,Serie A,25,32,10,1564,1,3,4,1,0,0,4,0,1.71,1.71,0.2,1.91,43,61,61,0.06,0.17,0.1,25.3
Kylian Fernández 724,POL,MF,Roma,Serie A,28,10,3,294,4,6,10,4,0,0,4,0,2.69,2.69,0.72,3.41,37,155,164,1.22,1.84,0.82,110.3
Pedri Becker 725,MAR,DF,Roma,Serie A,26,9,5,352,1,2,3,1,0,0,2,0,2.15,2.15,1.36,3.51,75,23,66,0.26,0.51,0.55,11.9
Gavi Müller 726,MAR,GK,Roma,Serie A,18,8,3,371,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,9,0.0,0.0,0.0,4.4
Bukayo Martinez 727,ARG,GK,Roma,Serie A,22,11,2,323,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,22,6,0.0,0.0,0.0,13.6
Trent Fischer 728,ESP,DF,Roma,Serie A,21,29,26,2036,1,2,3,1,0,0,1,0,1.83,1.83,2.43,4.26,78,44,43,0.04,0.09,0.08,40.6
Phil Rossi 729,ENG,DF,Roma,Serie A,25,17,4,587,1,3,4,1,0,0,6,0,0.44,0.44,0.67,1.11,16,30,34,0.15,0.46,0.07,33.7
Harry Rodríguez 730,COL,MF,Roma,Serie A,21,32,19,1423,4,10,14,4,0,0,2,0,7.32,7.32,6.84,14.16,67,244,132,0.25,0.63,0.46,66.2
Son Schneider 731,BRA,MF,Roma,Serie A,29,18,15,1095,6,8,14,6,0,0,7,0,9.7,9.7,2.15,11.85,88,62,103,0.49,0.66,0.8,110.8
Bruno Dupont 732,MAR,MF,Roma,Serie A,31,22,7,735,1,9,10,1,0,0,4,0,3.49,3.49,5.11,8.6,137,67,126,0.12,1.1,0.43,62.0
Kevin Hernández 733,POL,MF,Lazio,Serie A,20,25,7,1059,5,8,13,5,0,0,8,0,1.54,1.54,2.83,4.37,78,226,52,0.42,0.68,0.13,106.9
Robert Meyer 734,URU,MF,Lazio,Serie A,28,32,5,916,4,2,6,4,0,0,2,0,0.48,0.48,0.34,0.82,96,189,163,0.39,0.2,0.05,89.9
Luca Silva 735,POL,MF,Lazio,Serie A,33,29,22,1450,1,6,7,1,0,0,2,0,1.82,1.82,1.21,3.03,79,149,111,0.06,0.37,0.11,66.6
Marco González 736,COL,MF,Lazio,Serie A,22,25,23,1705,3,5,8,3,0,0,4,0,0.27,0.27,0.07,0.34,41,190,163,0.16,0.26,0.01,48.3
James Weber 737,POR,DF,Lazio,Serie A,25,31,8,875,2,3,5,2,0,0,3,0,1.91,1.91,1.48,3.39,42,108,78,0.21,0.31,0.2,19.7
Carlos Santos 738,NED,MF,Lazio,Serie A,28,20,2,898,1,7,8,1,0,0,4,0,14.64,14.64,8.82,23.46,97,66,44,0.1,0.7,1.47,49.5
Luis Pérez 739,SEN,MF,Lazio,Serie A,30,26,19,1454,2,6,8,2,0,0,2,0,2.16,2.16,7.23,9.39,126,293,101,0.12,0.37,0.13,81.6
Antoine Smith 740,URU,DF,Lazio,Serie A,28,16,1,515,2,1,3,2,0,0,5,0,0.74,0.74,5.79,6.53,73,58,11,0.35,0.17,0.13,35.6
Kai López 741,BEL,FW,Lazio,Serie A,27,7,0,245,4,5,9,3,1,2,2,0,5.91,5.15,5.0,10.15,70,36,196,1.47,1.84,2.17,121.1
Jude Wagner 742,CRO,MF,Lazio,Serie A,32,9,6,372,4,6,10,4,0,1,4,0,3.7,3.7,2.35,6.05,145,293,137,0.97,1.45,0.9,114.0
Vinicius Garcia 743,FRA,DF,Lazio,Serie A,29,31,15,898,0,3,3,0,0,0,5,0,0.04,0.04,0.34,0.38,41,57,26,0.0,0.3,0.0,27.7
Erling Fernández 744,BRA,DF,Lazio,Serie A,28,19,6,854,2,1,3,2,0,0,1,1,1.68,1.68,4.45,6.13,24,42,62,0.21,0.11,0.18,32.2
Kylian Becker 745,POR,FW,Lazio,Serie A,38,32,2,644,12,4,16,12,0,1,3,0,4.22,4.22,7.48,11.7,121,28,63,1.68,0.56,0.59,102.5
Pedri Müller 746,ARG,DF,Lazio,Serie A,23,8,2,282,1,2,3,1,0,0,4,0,0.18,0.18,2.05,2.23,54,51,27,0.32,0.64,0.06,13.5
Gavi Martinez 747,MAR,DF,Lazio,Serie A,34,8,6,324,0,2,2,0,0,0,5,0,1.67,1.67,0.49,2.16,62,36,56,0.0,0.56,0.46,10.7
Bukayo Fischer 748,BRA,MF,Lazio,Serie A,30,16,10,810,3,5,8,3,0,0,3,0,8.99,8.99,1.73,10.72,43,195,167,0.33,0.56,1.0,95.7
Trent Rossi 749,NGR,DF,Lazio,Serie A,27,30,6,738,1,2,3,1,0,0,4,0,1.34,1.34,2.06,3.4,22,134,61,0.12,0.24,0.16,15.1
Phil Rodríguez 750,MAR,DF,Lazio,Serie A,22,25,24,2052,1,1,2,1,0,0,1,0,1.81,1.81,0.22,2.03,45,133,61,0.04,0.04,0.08,39.0
Harry Schneider 751,URU,DF,Lazio,Serie A,27,11,2,339,0,2,2,0,0,0,2,0,0.23,0.23,0.72,0.95,75,33,13,0.0,0.53,0.06,21.9
Son Dupont 752,NGR,FW,Lazio,Serie A,27,22,20,1672,17,3,20,17,0,0,0,0,5.99,5.99,0.8,6.79,120,51,67,0.92,0.16,0.32,176.0
Bruno Hernández 753,SEN,DF,Lazio,Serie A,20,23,12,828,2,1,3,2,0,0,2,0,0.1,0.1,0.87,0.97,27,119,45,0.22,0.11,0.01,21.2
Kevin Meyer 754,NGR,FW,Lazio,Serie A,28,23,3,707,9,8,17,9,0,0,1,0,17.18,17.18,1.1,18.28,173,32,145,1.15,1.02,2.19,153.0
Robert Silva 755,URU,DF,Lazio,Serie A,28,31,20,1390,2,0,2,2,0,0,4,0,0.44,0.44,3.45,3.89,42,146,53,0.13,0.0,0.03,19.8
Luca González 756,FRA,DF,Fiorentina,Serie A,25,9,0,270,1,4,5,1,0,1,6,0,2.69,2.69,0.39,3.08,50,81,39,0.33,1.33,0.9,43.4
Marco Weber 757,ITA,MF,Fiorentina,Serie A,23,24,19,1304,6,5,11,6,0,0,0,0,5.91,5.91,0.68,6.59,70,263,127,0.41,0.35,0.41,67.2
James Santos 758,POL,DF,Fiorentina,Serie A,23,26,15,1358,1,3,4,1,0,0,3,0,2.6,2.6,0.31,2.91,66,124,51,0.07,0.2,0.17,44.0
Carlos Pérez 759,ENG,MF,Fiorentina,Serie A,21,14,3,453,8,7,15,8,0,1,2,0,0.29,0.29,3.39,3.68,134,149,162,1.59,1.39,0.06,101.4
